frame,time_s,bee_id,x,y,speed_mps
443,22.15,1,373.5,745.5,0.004861
443,22.15,2,767.0,851.5,0.006875
443,22.15,3,314.5,896.0,0.001537
444,22.2,1,376.5,745.0,0.006612
444,22.2,2,769.5,852.5,0.005853
444,22.2,3,316.0,894.5,0.004612
445,22.25,1,379.0,743.5,0.006338
445,22.25,2,773.0,852.5,0.007609
445,22.25,3,318.0,887.0,0.016874
446,22.3,1,380.0,742.0,0.003919
446,22.3,2,773.0,854.5,0.004348
446,22.3,3,319.0,883.5,0.007913
447,22.35,1,381.5,739.5,0.006338
447,22.35,2,773.0,855.0,0.001087
447,22.35,3,320.5,878.0,0.012393
448,22.4,1,383.5,737.0,0.00696
448,22.4,2,772.5,855.0,0.001087
448,22.4,3,322.5,875.5,0.00696
449,22.45,1,386.5,735.5,0.007292
449,22.45,2,770.0,855.5,0.005542
449,22.45,3,323.5,878.5,0.006875
450,22.5,1,389.5,733.5,0.007838
450,22.5,2,773.0,853.0,0.008489
450,22.5,3,320.5,880.0,0.007292
451,22.55,1,393.5,729.5,0.012298
451,22.55,2,772.5,851.5,0.003437
451,22.55,3,319.5,877.5,0.005853
452,22.6,1,399.0,725.5,0.014784
452,22.6,2,772.0,853.5,0.004482
452,22.6,3,318.5,875.0,0.005853
453,22.65,1,402.5,722.0,0.01076
453,22.65,2,771.5,855.5,0.004482
453,22.65,3,318.0,873.0,0.004482
454,22.7,1,405.5,718.5,0.010021
454,22.7,2,769.0,859.0,0.00935
454,22.7,3,315.0,868.0,0.012676
455,22.75,1,407.0,711.5,0.015563
455,22.75,2,766.5,863.0,0.010254
455,22.75,3,314.0,866.0,0.004861
456,22.8,1,409.0,703.0,0.018983
456,22.8,2,763.0,868.0,0.013268
456,22.8,3,312.5,864.0,0.005435
457,22.85,1,410.0,695.5,0.016449
457,22.85,2,758.0,869.5,0.011348
457,22.85,3,312.0,860.5,0.007686
458,22.9,1,410.0,689.5,0.013043
458,22.9,2,753.5,871.5,0.010705
458,22.9,3,311.5,859.5,0.002431
459,22.95,1,410.0,685.0,0.009783
459,22.95,2,751.5,870.0,0.005435
459,22.95,3,312.5,861.0,0.003919
460,23.0,1,408.5,678.0,0.015563
460,23.0,2,747.5,874.5,0.013089
460,23.0,3,312.5,861.5,0.001087
461,23.05,1,410.0,669.5,0.018764
461,23.05,2,743.5,877.0,0.010254
461,23.05,3,312.5,860.5,0.002174
462,23.1,1,408.5,659.0,0.023058
462,23.1,2,740.5,877.0,0.006522
462,23.1,3,313.5,860.0,0.002431
463,23.15,1,403.0,650.5,0.022009
463,23.15,2,737.5,879.5,0.008489
463,23.15,3,312.0,859.0,0.003919
464,23.2,1,402.5,641.0,0.020681
464,23.2,2,737.0,881.0,0.003437
464,23.2,3,312.0,857.5,0.003261
465,23.25,1,401.0,633.0,0.017694
465,23.25,2,735.0,884.5,0.008763
465,23.25,3,312.5,856.0,0.003437
466,23.3,1,400.0,628.0,0.011085
466,23.3,2,734.5,885.0,0.001537
466,23.3,3,315.5,851.5,0.011757
467,23.35,1,398.0,622.5,0.012722
467,23.35,2,733.0,886.0,0.003919
467,23.35,3,316.5,850.5,0.003074
468,23.4,1,393.5,615.0,0.019014
468,23.4,2,732.5,882.5,0.007686
468,23.4,3,314.5,854.0,0.008763
469,23.45,1,387.5,606.5,0.022618
469,23.45,2,732.5,880.5,0.004348
469,23.45,3,315.5,856.5,0.005853
470,23.5,1,383.5,601.5,0.01392
470,23.5,2,733.5,877.0,0.007913
470,23.5,3,315.5,858.0,0.003261
471,23.55,1,379.0,594.5,0.018091
471,23.55,2,733.5,872.5,0.009783
471,23.55,3,317.0,862.0,0.009287
472,23.6,1,375.5,587.5,0.017014
472,23.6,2,733.0,871.0,0.003437
472,23.6,3,318.0,864.0,0.004861
473,23.65,1,375.5,584.5,0.006522
473,23.65,2,734.0,869.0,0.004861
473,23.65,3,318.5,864.5,0.001537
474,23.7,1,375.5,582.0,0.005435
474,23.7,2,734.0,867.5,0.003261
474,23.7,3,318.5,865.5,0.002174
475,23.75,1,375.0,578.5,0.007686
475,23.75,2,734.0,866.5,0.002174
475,23.75,3,320.5,866.5,0.004861
476,23.8,1,373.0,572.0,0.014784
476,23.8,2,735.5,865.5,0.003919
476,23.8,3,324.5,867.0,0.008763
477,23.85,1,372.0,561.0,0.024012
477,23.85,2,735.5,863.5,0.004348
477,23.85,3,325.5,868.0,0.003074
478,23.9,1,370.5,555.5,0.012393
478,23.9,2,734.5,861.0,0.005853
478,23.9,3,327.0,870.5,0.006338
479,23.95,1,368.0,552.0,0.00935
479,23.95,2,732.0,859.5,0.006338
479,23.95,3,329.5,872.5,0.00696
480,24.0,1,363.0,544.5,0.019595
480,24.0,2,734.0,861.0,0.005435
480,24.0,3,332.0,876.0,0.00935
481,24.05,1,361.5,540.5,0.009287
481,24.05,2,735.0,857.5,0.007913
481,24.05,3,332.0,876.0,0.0
482,24.1,1,357.0,536.0,0.013835
482,24.1,2,736.5,858.0,0.003437
482,24.1,3,337.0,881.5,0.016159
483,24.15,1,354.0,528.5,0.01756
483,24.15,2,737.5,858.5,0.002431
483,24.15,3,340.0,888.0,0.015563
484,24.2,1,351.5,524.0,0.011191
484,24.2,2,738.0,859.0,0.001537
484,24.2,3,339.0,891.5,0.007913
485,24.25,1,345.0,514.5,0.025024
485,24.25,2,738.5,858.5,0.001537
485,24.25,3,338.5,890.5,0.002431
486,24.3,1,338.5,507.0,0.021575
486,24.3,2,737.5,860.0,0.003919
486,24.3,3,338.5,893.0,0.005435
487,24.35,1,334.0,501.5,0.015449
487,24.35,2,737.5,860.0,0.0
487,24.35,3,339.0,897.0,0.008763
488,24.4,1,333.5,490.5,0.023938
488,24.4,2,736.5,857.5,0.005853
488,24.4,3,345.5,902.0,0.017827
489,24.45,1,328.5,484.0,0.017827
489,24.45,2,735.5,857.0,0.002431
489,24.45,3,350.0,905.5,0.012393
490,24.5,1,326.5,471.5,0.02752
490,24.5,2,735.5,856.5,0.001087
490,24.5,3,354.0,907.5,0.009722
491,24.55,1,324.5,462.0,0.021105
491,24.55,2,737.5,855.0,0.005435
491,24.55,3,357.5,911.5,0.011555
492,24.6,1,320.5,455.5,0.016592
492,24.6,2,739.5,859.0,0.009722
492,24.6,3,359.0,918.0,0.014502
493,24.65,1,311.5,449.0,0.024134
493,24.65,2,737.5,853.5,0.012722
493,24.65,3,365.5,922.5,0.017186
494,24.7,1,308.5,443.0,0.014583
494,24.7,2,735.5,846.5,0.015826
494,24.7,3,369.0,926.0,0.01076
495,24.75,1,305.5,438.5,0.011757
495,24.75,2,737.5,845.0,0.005435
495,24.75,3,372.0,930.0,0.01087
496,24.8,1,297.0,436.5,0.018983
496,24.8,2,740.0,842.5,0.007686
496,24.8,3,377.0,931.5,0.011348
497,24.85,1,288.0,435.5,0.019686
497,24.85,2,743.0,842.5,0.006522
497,24.85,3,380.0,933.5,0.007838
498,24.9,1,281.0,432.5,0.016556
498,24.9,2,746.5,842.0,0.007686
498,24.9,3,383.5,935.0,0.008278
499,24.95,1,275.0,428.0,0.016304
499,24.95,2,749.5,837.5,0.011757
499,24.95,3,385.5,936.0,0.004861
500,25.0,1,268.5,426.5,0.014502
500,25.0,2,750.0,836.0,0.003437
500,25.0,3,389.0,933.5,0.00935
501,25.05,1,261.5,422.0,0.018091
501,25.05,2,751.5,831.0,0.011348
501,25.05,3,398.5,932.5,0.020766
502,25.1,1,255.0,414.0,0.022408
502,25.1,2,751.5,827.5,0.007609
502,25.1,3,405.5,935.0,0.016159
503,25.15,1,250.0,409.0,0.015372
503,25.15,2,748.0,821.0,0.016049
503,25.15,3,410.5,936.0,0.011085
504,25.2,1,241.5,404.0,0.021438
504,25.2,2,747.0,814.5,0.014297
504,25.2,3,416.5,936.0,0.013043
505,25.25,1,237.5,399.5,0.013089
505,25.25,2,747.0,809.0,0.011957
505,25.25,3,421.5,935.5,0.010924
506,25.3,1,229.5,390.5,0.026177
506,25.3,2,747.5,803.0,0.013089
506,25.3,3,430.0,936.5,0.018606
507,25.35,1,225.5,382.5,0.019444
507,25.35,2,747.5,794.5,0.018478
507,25.35,3,440.0,932.5,0.023414
508,25.4,1,221.5,375.5,0.017527
508,25.4,2,747.0,783.5,0.023938
508,25.4,3,452.5,932.0,0.027196
509,25.45,1,220.0,369.0,0.014502
509,25.45,2,746.0,775.5,0.017527
509,25.45,3,461.5,934.0,0.020042
510,25.5,1,218.5,361.0,0.017694
510,25.5,2,743.5,761.0,0.031987
510,25.5,3,466.0,932.5,0.010312
511,25.55,1,217.5,353.0,0.017527
511,25.55,2,744.0,750.5,0.022852
511,25.55,3,469.0,929.5,0.009223
512,25.6,1,215.5,335.0,0.039371
512,25.6,2,743.5,741.0,0.020681
512,25.6,3,473.0,931.0,0.009287
513,25.65,1,215.0,322.5,0.027196
513,25.65,2,742.5,730.5,0.022929
513,25.65,3,476.0,935.0,0.01087
514,25.7,1,216.0,313.5,0.019686
514,25.7,2,739.0,719.0,0.026132
514,25.7,3,478.5,935.5,0.005542
515,25.75,1,214.0,305.5,0.017927
515,25.75,2,733.5,708.5,0.025768
515,25.75,3,483.5,933.5,0.011707
516,25.8,1,212.0,299.0,0.014784
516,25.8,2,727.5,698.0,0.02629
516,25.8,3,494.0,928.5,0.025282
517,25.85,1,210.0,292.5,0.014784
517,25.85,2,725.5,682.0,0.035053
517,25.85,3,499.5,919.5,0.022929
518,25.9,1,212.0,284.5,0.017927
518,25.9,2,725.0,672.5,0.020681
518,25.9,3,500.5,915.5,0.008963
519,25.95,1,212.5,278.5,0.013089
519,25.95,2,723.0,665.0,0.016874
519,25.95,3,504.5,919.5,0.012298
520,26.0,1,213.0,271.0,0.016341
520,26.0,2,720.0,658.0,0.016556
520,26.0,3,508.5,923.0,0.011555
521,26.05,1,213.0,263.0,0.017391
521,26.05,2,716.5,652.0,0.0151
521,26.05,3,514.0,924.0,0.012153
522,26.1,1,213.5,257.0,0.013089
522,26.1,2,714.5,648.0,0.009722
522,26.1,3,524.5,926.5,0.023464
523,26.15,1,215.5,252.0,0.011707
523,26.15,2,715.5,645.5,0.005853
523,26.15,3,536.5,929.0,0.026647
524,26.2,1,219.5,248.0,0.012298
524,26.2,2,718.5,638.0,0.01756
524,26.2,3,542.5,930.0,0.013223
525,26.25,1,227.5,237.0,0.029568
525,26.25,2,723.0,632.5,0.015449
525,26.25,3,547.0,931.5,0.010312
526,26.3,1,232.0,232.5,0.013835
526,26.3,2,728.5,628.0,0.015449
526,26.3,3,550.5,933.5,0.008763
527,26.35,1,236.0,228.0,0.013089
527,26.35,2,738.5,623.5,0.023839
527,26.35,3,553.0,933.5,0.005435
528,26.4,1,235.0,227.5,0.002431
528,26.4,2,746.0,620.5,0.01756
528,26.4,3,555.0,936.5,0.007838
529,26.45,1,237.0,229.5,0.006149
529,26.45,2,753.0,618.5,0.015826
529,26.45,3,557.0,936.0,0.004482
530,26.5,1,238.5,234.0,0.010312
530,26.5,2,759.5,614.0,0.017186
530,26.5,3,558.0,936.5,0.002431
531,26.55,1,239.0,238.5,0.009843
531,26.55,2,765.0,609.5,0.015449
531,26.55,3,559.5,935.5,0.003919
532,26.6,1,237.5,241.0,0.006338
532,26.6,2,774.5,609.0,0.020681
532,26.6,3,560.0,934.5,0.002431
533,26.65,1,236.5,242.5,0.003919
533,26.65,2,781.0,606.5,0.01514
533,26.65,3,562.0,933.0,0.005435
534,26.7,1,236.0,244.5,0.004482
534,26.7,2,786.5,607.5,0.012153
534,26.7,3,564.0,932.0,0.004861
535,26.75,1,236.0,247.0,0.005435
535,26.75,2,794.5,613.0,0.021105
535,26.75,3,569.5,930.0,0.012722
536,26.8,1,236.0,250.0,0.006522
536,26.8,2,803.5,617.0,0.021411
536,26.8,3,576.5,928.5,0.015563
537,26.85,1,237.0,250.5,0.002431
537,26.85,2,810.5,618.5,0.015563
537,26.85,3,582.5,923.0,0.017694
538,26.9,1,237.5,252.0,0.003437
538,26.9,2,817.0,620.0,0.014502
538,26.9,3,590.5,919.0,0.019444
539,26.95,1,236.5,253.0,0.003074
539,26.95,2,828.5,618.5,0.025212
539,26.95,3,596.5,918.5,0.013089
540,27.0,1,234.5,251.5,0.005435
540,27.0,2,836.0,611.0,0.023058
540,27.0,3,602.5,917.0,0.013445
541,27.05,1,235.0,254.0,0.005542
541,27.05,2,841.5,602.5,0.022009
541,27.05,3,605.5,913.5,0.010021
542,27.1,1,235.0,256.5,0.005435
542,27.1,2,846.0,597.5,0.014624
542,27.1,3,611.5,904.5,0.023514
543,27.15,1,235.0,258.5,0.004348
543,27.15,2,848.0,592.0,0.012722
543,27.15,3,619.5,900.5,0.019444
544,27.2,1,235.5,259.5,0.002431
544,27.2,2,857.0,580.5,0.031746
544,27.2,3,626.5,895.5,0.018701
545,27.25,1,235.5,261.5,0.004348
545,27.25,2,867.0,569.0,0.03313
545,27.25,3,633.5,895.5,0.015217
546,27.3,1,235.5,261.0,0.001087
546,27.3,2,865.0,559.0,0.02217
546,27.3,3,642.0,894.0,0.018764
547,27.35,1,235.0,261.5,0.001537
547,27.35,2,864.5,551.5,0.016341
547,27.35,3,649.5,891.0,0.01756
548,27.4,1,235.0,261.0,0.001087
548,27.4,2,867.5,546.5,0.012676
548,27.4,3,655.0,892.0,0.012153
549,27.45,1,234.5,260.5,0.001537
549,27.45,2,873.5,543.5,0.014583
549,27.45,3,660.0,895.0,0.012676
550,27.5,1,234.5,259.5,0.002174
550,27.5,2,878.0,542.5,0.010021
550,27.5,3,665.0,895.5,0.010924
551,27.55,1,235.0,259.5,0.001087
551,27.55,2,880.5,541.0,0.006338
551,27.55,3,675.0,894.5,0.021848
552,27.6,1,234.0,261.0,0.003919
552,27.6,2,879.0,542.5,0.004612
552,27.6,3,681.0,895.5,0.013223
553,27.65,1,234.0,262.0,0.002174
553,27.65,2,878.5,548.5,0.013089
553,27.65,3,685.5,897.0,0.010312
554,27.7,1,234.5,261.5,0.001537
554,27.7,2,878.5,552.5,0.008696
554,27.7,3,690.0,897.0,0.009783
555,27.75,1,234.0,260.5,0.002431
555,27.75,2,878.5,554.5,0.004348
555,27.75,3,694.5,897.0,0.009783
556,27.8,1,234.0,259.5,0.002174
556,27.8,2,877.0,557.5,0.007292
556,27.8,3,697.0,897.5,0.005542
557,27.85,1,233.5,258.5,0.002431
557,27.85,2,875.5,559.5,0.005435
557,27.85,3,698.5,896.5,0.003919
558,27.9,1,235.0,257.5,0.003919
558,27.9,2,879.0,562.0,0.00935
558,27.9,3,703.5,894.5,0.011707
559,27.95,1,237.5,257.0,0.005542
559,27.95,2,878.5,560.0,0.004482
559,27.95,3,710.0,893.0,0.014502
560,28.0,1,239.0,256.0,0.003919
560,28.0,2,875.5,552.0,0.018574
560,28.0,3,714.5,892.5,0.009843
561,28.05,1,239.0,257.0,0.002174
561,28.05,2,874.0,546.5,0.012393
561,28.05,3,718.0,885.5,0.017014
562,28.1,1,240.0,256.5,0.002431
562,28.1,2,872.5,544.0,0.006338
562,28.1,3,721.5,880.0,0.014172
563,28.15,1,242.0,254.0,0.00696
563,28.15,2,871.5,539.5,0.010021
563,28.15,3,724.0,875.5,0.011191
564,28.2,1,243.5,251.0,0.007292
564,28.2,2,871.0,533.5,0.013089
564,28.2,3,724.0,871.5,0.008696
565,28.25,1,244.0,245.0,0.013089
565,28.25,2,871.0,526.0,0.016304
565,28.25,3,722.5,866.5,0.011348
566,28.3,1,245.0,238.5,0.014297
566,28.3,2,867.5,520.5,0.014172
566,28.3,3,724.5,862.0,0.010705
567,28.35,1,244.0,237.0,0.003919
567,28.35,2,865.0,516.5,0.010254
567,28.35,3,725.0,857.0,0.010924
568,28.4,1,244.0,236.5,0.001087
568,28.4,2,864.0,510.5,0.013223
568,28.4,3,723.0,848.5,0.018983
569,28.45,1,246.0,235.0,0.005435
569,28.45,2,864.0,497.0,0.029348
569,28.45,3,720.0,835.0,0.030064
570,28.5,1,249.5,232.5,0.00935
570,28.5,2,861.0,487.5,0.021657
570,28.5,3,719.0,818.5,0.035935
571,28.55,1,252.5,229.5,0.009223
571,28.55,2,857.5,476.5,0.025094
571,28.55,3,722.0,806.5,0.02689
572,28.6,1,257.5,224.0,0.016159
572,28.6,2,851.5,463.5,0.031126
572,28.6,3,726.0,793.5,0.029568
573,28.65,1,264.0,215.0,0.024134
573,28.65,2,848.0,452.0,0.026132
573,28.65,3,729.5,785.0,0.019983
574,28.7,1,272.0,213.5,0.017694
574,28.7,2,845.0,442.0,0.022696
574,28.7,3,734.0,776.5,0.020908
575,28.75,1,277.0,210.5,0.012676
575,28.75,2,838.5,436.5,0.01851
575,28.75,3,736.5,768.0,0.019261
576,28.8,1,278.5,204.5,0.013445
576,28.8,2,831.0,431.5,0.019595
576,28.8,3,739.0,754.5,0.029847
577,28.85,1,279.5,201.0,0.007913
577,28.85,2,823.5,427.5,0.018478
577,28.85,3,739.5,745.0,0.020681
578,28.9,1,281.5,198.0,0.007838
578,28.9,2,815.0,420.0,0.024643
578,28.9,3,746.5,734.0,0.028344
579,28.95,1,285.5,196.0,0.009722
579,28.95,2,808.5,415.0,0.017827
579,28.95,3,752.5,727.0,0.020042
580,29.0,1,289.5,193.0,0.01087
580,29.0,2,803.0,414.0,0.012153
580,29.0,3,761.0,723.0,0.020422
581,29.05,1,292.0,189.0,0.010254
581,29.05,2,793.0,411.5,0.022408
581,29.05,3,769.0,713.5,0.026999
582,29.1,1,294.5,182.0,0.016159
582,29.1,2,782.5,408.0,0.024061
582,29.1,3,776.5,705.5,0.023839
583,29.15,1,296.5,174.5,0.016874
583,29.15,2,771.5,407.0,0.024012
583,29.15,3,786.0,702.0,0.022009
584,29.2,1,298.0,167.0,0.016627
584,29.2,2,762.5,403.5,0.020993
584,29.2,3,798.5,697.5,0.028881
585,29.25,1,299.0,158.0,0.019686
585,29.25,2,756.0,397.5,0.01923
585,29.25,3,807.0,700.0,0.019261
586,29.3,1,300.0,149.5,0.018606
586,29.3,2,753.0,393.5,0.01087
586,29.3,3,818.0,695.5,0.025837
587,29.35,1,300.0,147.5,0.004348
587,29.35,2,753.5,388.5,0.010924
587,29.35,3,826.5,686.0,0.027712
588,29.4,1,300.0,148.0,0.001087
588,29.4,2,753.0,381.0,0.016341
588,29.4,3,832.0,680.0,0.017694
589,29.45,1,299.0,146.5,0.003919
589,29.45,2,753.5,375.5,0.012006
589,29.45,3,834.0,677.5,0.00696
590,29.5,1,299.0,140.5,0.013043
590,29.5,2,755.5,365.0,0.023236
590,29.5,3,838.0,678.5,0.008963
591,29.55,1,298.5,134.0,0.014172
591,29.55,2,756.0,356.5,0.01851
591,29.55,3,841.5,679.0,0.007686
592,29.6,1,297.5,127.5,0.014297
592,29.6,2,759.0,348.5,0.018574
592,29.6,3,843.5,678.5,0.004482
