frame,time_s,bee_id,x,y,speed_mps
221,11.05,1,771.0,782.5,0.007292
221,11.05,2,556.0,931.0,0.002431
221,11.05,3,236.0,219.5,0.006612
222,11.1,1,770.0,785.0,0.005853
222,11.1,2,559.0,930.5,0.006612
222,11.1,3,234.5,219.0,0.003437
223,11.15,1,769.0,790.5,0.012153
223,11.15,2,561.5,930.0,0.005542
223,11.15,3,233.5,219.5,0.002431
224,11.2,1,766.5,798.5,0.018221
224,11.2,2,562.0,930.5,0.001537
224,11.2,3,232.0,225.0,0.012393
225,11.25,1,765.0,806.0,0.016627
225,11.25,2,563.0,929.0,0.003919
225,11.25,3,229.0,228.5,0.010021
226,11.3,1,761.5,811.5,0.014172
226,11.3,2,564.5,928.5,0.003437
226,11.3,3,225.5,230.5,0.008763
227,11.35,1,755.5,812.0,0.013089
227,11.35,2,566.5,928.5,0.004348
227,11.35,3,223.0,231.5,0.005853
228,11.4,1,750.0,817.0,0.016159
228,11.4,2,568.5,930.5,0.006149
228,11.4,3,222.5,233.5,0.004482
229,11.45,1,745.5,821.0,0.013089
229,11.45,2,569.5,933.0,0.005853
229,11.45,3,220.5,241.5,0.017927
230,11.5,1,740.0,825.5,0.015449
230,11.5,2,570.5,935.5,0.005853
230,11.5,3,219.5,250.0,0.018606
231,11.55,1,730.0,833.0,0.027174
231,11.55,2,570.5,937.5,0.004348
231,11.55,3,219.0,256.5,0.014172
232,11.6,1,718.0,843.5,0.034664
232,11.6,2,574.5,940.0,0.010254
232,11.6,3,217.0,263.0,0.014784
233,11.65,1,713.0,851.5,0.020509
233,11.65,2,575.0,942.5,0.005542
233,11.65,3,215.0,265.5,0.00696
234,11.7,1,706.5,855.0,0.016049
234,11.7,2,573.5,944.5,0.005435
234,11.7,3,213.0,270.0,0.010705
235,11.75,1,702.0,859.0,0.013089
235,11.75,2,571.0,946.0,0.006338
235,11.75,3,210.0,271.0,0.006875
236,11.8,1,695.5,865.0,0.01923
236,11.8,2,566.5,946.0,0.009783
236,11.8,3,206.0,277.5,0.016592
237,11.85,1,690.5,866.5,0.011348
237,11.85,2,564.5,946.0,0.004348
237,11.85,3,202.5,289.0,0.026132
238,11.9,1,685.0,869.5,0.01362
238,11.9,2,565.5,947.5,0.003919
238,11.9,3,200.0,300.5,0.025584
239,11.95,1,680.0,873.5,0.01392
239,11.95,2,564.5,949.0,0.003919
239,11.95,3,199.5,314.0,0.029368
240,12.0,1,675.5,877.0,0.012393
240,12.0,2,562.0,952.5,0.00935
240,12.0,3,196.0,321.0,0.017014
241,12.05,1,672.5,879.5,0.008489
241,12.05,2,556.0,954.5,0.013749
241,12.05,3,194.0,329.0,0.017927
242,12.1,1,667.5,878.5,0.011085
242,12.1,2,553.0,955.0,0.006612
242,12.1,3,193.5,333.5,0.009843
243,12.15,1,661.0,881.0,0.01514
243,12.15,2,554.5,955.5,0.003437
243,12.15,3,192.0,347.5,0.030609
244,12.2,1,656.0,886.0,0.015372
244,12.2,2,551.5,956.5,0.006875
244,12.2,3,188.0,361.0,0.030609
245,12.25,1,650.5,886.5,0.012006
245,12.25,2,553.0,957.0,0.003437
245,12.25,3,188.5,375.5,0.03154
246,12.3,1,647.0,886.5,0.007609
246,12.3,2,553.5,958.5,0.003437
246,12.3,3,185.5,388.5,0.029004
247,12.35,1,644.5,888.5,0.00696
247,12.35,2,554.0,957.5,0.002431
247,12.35,3,185.5,396.0,0.016304
248,12.4,1,640.0,889.5,0.010021
248,12.4,2,555.0,958.0,0.002431
248,12.4,3,184.5,402.5,0.014297
249,12.45,1,633.5,889.0,0.014172
249,12.45,2,556.5,956.5,0.004612
249,12.45,3,186.0,409.0,0.014502
250,12.5,1,629.5,888.5,0.008763
250,12.5,2,557.5,956.5,0.002174
250,12.5,3,186.5,419.0,0.021766
251,12.55,1,626.5,885.0,0.010021
251,12.55,2,558.0,958.0,0.003437
251,12.55,3,188.5,433.0,0.030744
252,12.6,1,622.5,882.0,0.01087
252,12.6,2,560.0,958.5,0.004482
252,12.6,3,194.5,446.0,0.031126
253,12.65,1,621.5,878.0,0.008963
253,12.65,2,565.0,960.0,0.011348
253,12.65,3,197.0,458.5,0.027712
254,12.7,1,619.5,875.0,0.007838
254,12.7,2,567.5,960.0,0.005435
254,12.7,3,194.5,473.5,0.033058
255,12.75,1,613.5,871.5,0.0151
255,12.75,2,571.0,963.0,0.010021
255,12.75,3,195.5,487.0,0.029428
256,12.8,1,605.5,867.0,0.019954
256,12.8,2,575.5,963.5,0.009843
256,12.8,3,192.5,499.0,0.02689
257,12.85,1,601.0,864.5,0.011191
257,12.85,2,579.5,962.0,0.009287
257,12.85,3,192.5,510.5,0.025
258,12.9,1,599.5,859.0,0.012393
258,12.9,2,580.0,959.5,0.005542
258,12.9,3,192.5,522.0,0.025
259,12.95,1,596.0,854.5,0.012393
259,12.95,2,581.0,958.5,0.003074
259,12.95,3,189.5,532.0,0.022696
260,13.0,1,595.0,853.0,0.003919
260,13.0,2,581.5,958.0,0.001537
260,13.0,3,185.5,544.0,0.027498
261,13.05,1,592.5,855.5,0.007686
261,13.05,2,581.5,958.5,0.001087
261,13.05,3,185.0,552.5,0.01851
262,13.1,1,590.0,859.5,0.010254
262,13.1,2,584.5,961.0,0.008489
262,13.1,3,183.5,568.5,0.034935
263,13.15,1,589.0,861.5,0.004861
263,13.15,2,587.0,962.0,0.005853
263,13.15,3,185.5,581.5,0.028593
264,13.2,1,587.5,862.0,0.003437
264,13.2,2,587.5,959.5,0.005542
264,13.2,3,187.0,593.0,0.025212
265,13.25,1,586.0,863.5,0.004612
265,13.25,2,585.0,960.0,0.005542
265,13.25,3,191.0,600.0,0.017527
266,13.3,1,583.5,861.5,0.00696
266,13.3,2,584.5,959.0,0.002431
266,13.3,3,195.5,604.0,0.013089
267,13.35,1,582.0,859.5,0.005435
267,13.35,2,580.5,958.5,0.008763
267,13.35,3,199.5,611.0,0.017527
268,13.4,1,579.0,862.0,0.008489
268,13.4,2,580.5,957.0,0.003261
268,13.4,3,203.0,619.5,0.019983
269,13.45,1,575.0,861.0,0.008963
269,13.45,2,582.5,956.5,0.004482
269,13.45,3,209.5,626.0,0.019983
270,13.5,1,571.5,861.0,0.007609
270,13.5,2,584.0,956.0,0.003437
270,13.5,3,215.5,629.5,0.0151
271,13.55,1,570.0,861.0,0.003261
271,13.55,2,586.0,955.5,0.004482
271,13.55,3,221.0,640.5,0.026736
272,13.6,1,567.0,861.5,0.006612
272,13.6,2,589.0,954.0,0.007292
272,13.6,3,227.5,648.5,0.022408
273,13.65,1,564.5,860.5,0.005853
273,13.65,2,590.5,953.0,0.003919
273,13.65,3,233.0,653.5,0.016159
274,13.7,1,561.0,860.0,0.007686
274,13.7,2,592.5,952.0,0.004861
274,13.7,3,242.5,664.0,0.030782
275,13.75,1,557.5,860.5,0.007686
275,13.75,2,596.0,949.5,0.00935
275,13.75,3,249.0,674.5,0.026846
276,13.8,1,552.5,861.5,0.011085
276,13.8,2,599.5,946.5,0.010021
276,13.8,3,254.0,681.5,0.018701
277,13.85,1,547.5,863.0,0.011348
277,13.85,2,604.0,944.5,0.010705
277,13.85,3,262.0,696.5,0.036957
278,13.9,1,545.5,865.5,0.00696
278,13.9,2,612.5,939.0,0.022009
278,13.9,3,268.0,706.5,0.025352
279,13.95,1,546.5,867.5,0.004861
279,13.95,2,620.5,934.0,0.020509
279,13.95,3,273.5,717.5,0.026736
280,14.0,1,546.5,869.5,0.004348
280,14.0,2,620.5,931.5,0.005435
280,14.0,3,277.0,721.5,0.011555
281,14.05,1,545.0,872.0,0.006338
281,14.05,2,620.0,931.0,0.001537
281,14.05,3,277.5,730.5,0.019595
282,14.1,1,545.5,873.0,0.002431
282,14.1,2,620.5,929.5,0.003437
282,14.1,3,278.0,745.0,0.03154
283,14.15,1,546.0,872.5,0.001537
283,14.15,2,623.5,929.5,0.006522
283,14.15,3,277.5,757.5,0.027196
284,14.2,1,546.0,882.0,0.020652
284,14.2,2,627.5,928.0,0.009287
284,14.2,3,282.0,767.5,0.023839
285,14.25,1,544.5,888.5,0.014502
285,14.25,2,630.0,926.5,0.006338
285,14.25,3,287.0,776.0,0.021438
286,14.3,1,543.5,892.5,0.008963
286,14.3,2,633.5,924.0,0.00935
286,14.3,3,293.5,782.5,0.019983
287,14.35,1,543.5,896.5,0.008696
287,14.35,2,637.0,926.0,0.008763
287,14.35,3,297.0,799.5,0.037732
288,14.4,1,543.5,903.0,0.01413
288,14.4,2,637.5,928.5,0.005542
288,14.4,3,299.5,811.0,0.025584
289,14.45,1,543.0,902.0,0.002431
289,14.45,2,637.5,929.0,0.001087
289,14.45,3,303.5,820.0,0.021411
290,14.5,1,544.0,903.5,0.003919
290,14.5,2,639.0,932.0,0.007292
290,14.5,3,307.5,827.0,0.017527
291,14.55,1,548.0,902.5,0.008963
291,14.55,2,642.0,933.0,0.006875
291,14.55,3,314.5,832.0,0.018701
292,14.6,1,553.5,903.5,0.012153
292,14.6,2,647.0,932.5,0.010924
292,14.6,3,320.5,834.5,0.01413
293,14.65,1,554.5,905.0,0.003919
293,14.65,2,651.0,934.5,0.009722
293,14.65,3,325.0,840.0,0.015449
294,14.7,1,557.0,903.0,0.00696
294,14.7,2,655.0,940.0,0.014784
294,14.7,3,329.5,846.0,0.016304
295,14.75,1,558.5,903.0,0.003261
295,14.75,2,663.0,939.0,0.017527
295,14.75,3,338.5,849.0,0.020624
296,14.8,1,559.0,903.5,0.001537
296,14.8,2,665.0,939.5,0.004482
296,14.8,3,347.0,851.0,0.018983
297,14.85,1,559.5,900.5,0.006612
297,14.85,2,666.0,940.5,0.003074
297,14.85,3,352.5,854.5,0.014172
298,14.9,1,560.0,901.5,0.002431
298,14.9,2,663.5,939.5,0.005853
298,14.9,3,361.0,856.0,0.018764
299,14.95,1,560.5,901.0,0.001537
299,14.95,2,659.0,938.5,0.010021
299,14.95,3,368.0,861.5,0.019353
300,15.0,1,561.0,903.0,0.004482
300,15.0,2,656.5,937.0,0.006338
300,15.0,3,373.5,870.5,0.022929
301,15.05,1,563.0,903.0,0.004348
301,15.05,2,656.5,938.5,0.003261
301,15.05,3,377.5,877.0,0.016592
302,15.1,1,562.0,906.0,0.006875
302,15.1,2,661.5,938.5,0.01087
302,15.1,3,382.5,882.5,0.016159
303,15.15,1,562.5,906.5,0.001537
303,15.15,2,665.0,938.0,0.007686
303,15.15,3,387.0,890.0,0.019014
304,15.2,1,562.5,908.0,0.003261
304,15.2,2,668.0,938.5,0.006612
304,15.2,3,390.0,897.0,0.016556
305,15.25,1,562.5,909.0,0.002174
305,15.25,2,669.0,937.0,0.003919
305,15.25,3,390.5,903.5,0.014172
306,15.3,1,561.5,907.0,0.004861
306,15.3,2,664.5,935.5,0.010312
306,15.3,3,392.0,908.5,0.011348
307,15.35,1,559.5,905.5,0.005435
307,15.35,2,660.0,936.0,0.009843
307,15.35,3,392.0,913.5,0.01087
308,15.4,1,557.5,903.5,0.006149
308,15.4,2,660.0,936.0,0.0
308,15.4,3,391.5,917.5,0.008763
309,15.45,1,557.0,903.0,0.001537
309,15.45,2,662.0,937.0,0.004861
309,15.45,3,389.0,919.5,0.00696
310,15.5,1,557.0,902.0,0.002174
310,15.5,2,663.5,937.0,0.003261
310,15.5,3,386.5,918.0,0.006338
311,15.55,1,557.0,901.5,0.001087
311,15.55,2,665.0,938.5,0.004612
311,15.55,3,383.0,914.5,0.01076
312,15.6,1,555.5,902.0,0.003437
312,15.6,2,665.0,938.5,0.0
312,15.6,3,380.0,911.5,0.009223
313,15.65,1,554.5,901.0,0.003074
313,15.65,2,664.5,938.5,0.001087
313,15.65,3,376.0,908.5,0.01087
314,15.7,1,554.5,902.0,0.002174
314,15.7,2,666.5,938.5,0.004348
314,15.7,3,372.5,905.5,0.010021
315,15.75,1,554.0,901.5,0.001537
315,15.75,2,666.5,938.5,0.0
315,15.75,3,372.0,903.5,0.004482
316,15.8,1,554.0,901.5,0.0
316,15.8,2,667.0,938.0,0.001537
316,15.8,3,369.5,902.5,0.005853
317,15.85,1,554.0,901.0,0.001087
317,15.85,2,668.0,938.5,0.002431
317,15.85,3,368.0,901.0,0.004612
318,15.9,1,552.5,902.0,0.003919
318,15.9,2,668.5,936.5,0.004482
318,15.9,3,366.0,900.5,0.004482
319,15.95,1,550.0,901.0,0.005853
319,15.95,2,666.5,932.5,0.009722
319,15.95,3,367.0,900.5,0.002174
320,16.0,1,545.5,903.0,0.010705
320,16.0,2,664.5,920.5,0.026447
320,16.0,3,363.0,901.5,0.008963
321,16.05,1,544.5,904.5,0.003919
321,16.05,2,664.0,913.0,0.016341
321,16.05,3,360.0,901.5,0.006522
322,16.1,1,543.0,904.5,0.003261
322,16.1,2,665.0,909.0,0.008963
322,16.1,3,356.0,898.0,0.011555
323,16.15,1,541.5,906.5,0.005435
323,16.15,2,665.5,904.5,0.009843
323,16.15,3,354.0,896.5,0.005435
324,16.2,1,540.5,911.0,0.010021
324,16.2,2,667.0,900.0,0.010312
324,16.2,3,352.5,898.5,0.005435
325,16.25,1,538.5,913.5,0.00696
325,16.25,2,670.0,893.0,0.016556
325,16.25,3,345.5,899.5,0.015372
326,16.3,1,537.0,916.5,0.007292
326,16.3,2,674.0,891.0,0.009722
326,16.3,3,339.0,900.0,0.014172
327,16.35,1,536.5,918.5,0.004482
327,16.35,2,676.0,890.5,0.004482
327,16.35,3,333.5,899.0,0.012153
328,16.4,1,535.5,920.5,0.004861
328,16.4,2,678.5,886.5,0.010254
328,16.4,3,331.0,899.0,0.005435
329,16.45,1,534.0,922.0,0.004612
329,16.45,2,680.5,885.5,0.004861
329,16.45,3,328.5,899.5,0.005542
330,16.5,1,531.5,923.5,0.006338
330,16.5,2,683.5,882.5,0.009223
330,16.5,3,328.0,900.5,0.002431
331,16.55,1,529.0,926.5,0.008489
331,16.55,2,690.0,881.0,0.014502
331,16.55,3,327.0,900.5,0.002174
332,16.6,1,526.0,928.0,0.007292
332,16.6,2,697.0,881.5,0.015256
332,16.6,3,325.5,897.5,0.007292
333,16.65,1,523.0,926.5,0.007292
333,16.65,2,703.0,879.5,0.013749
333,16.65,3,324.5,890.5,0.015372
334,16.7,1,517.5,926.5,0.011957
334,16.7,2,705.5,879.5,0.005435
334,16.7,3,323.0,886.5,0.009287
335,16.75,1,513.5,927.5,0.008963
335,16.75,2,708.5,880.0,0.006612
335,16.75,3,322.5,883.5,0.006612
336,16.8,1,507.5,929.5,0.013749
336,16.8,2,710.0,879.5,0.003437
336,16.8,3,320.5,880.5,0.007838
337,16.85,1,504.5,929.5,0.006522
337,16.85,2,713.0,880.5,0.006875
337,16.85,3,319.0,879.0,0.004612
338,16.9,1,503.0,928.5,0.003919
338,16.9,2,713.5,882.5,0.004482
338,16.9,3,314.5,876.0,0.011757
339,16.95,1,501.5,926.0,0.006338
339,16.95,2,714.5,885.0,0.005853
339,16.95,3,312.5,872.0,0.009722
340,17.0,1,499.0,924.5,0.006338
340,17.0,2,716.0,881.0,0.009287
340,17.0,3,312.0,869.5,0.005542
341,17.05,1,496.5,924.0,0.005542
341,17.05,2,717.0,877.0,0.008963
341,17.05,3,317.5,869.0,0.012006
342,17.1,1,492.0,923.0,0.010021
342,17.1,2,717.5,874.5,0.005542
342,17.1,3,317.5,868.0,0.002174
343,17.15,1,489.0,923.5,0.006612
343,17.15,2,719.0,873.5,0.003919
343,17.15,3,317.0,869.0,0.002431
344,17.2,1,484.5,924.0,0.009843
344,17.2,2,721.0,871.0,0.00696
344,17.2,3,318.5,869.5,0.003437
345,17.25,1,480.0,919.0,0.014624
345,17.25,2,724.5,869.0,0.008763
345,17.25,3,320.0,869.5,0.003261
346,17.3,1,474.5,913.5,0.016909
346,17.3,2,726.0,868.0,0.003919
346,17.3,3,322.5,869.5,0.005435
347,17.35,1,471.0,912.0,0.008278
347,17.35,2,725.5,869.0,0.002431
347,17.35,3,326.5,869.0,0.008763
348,17.4,1,468.5,909.0,0.008489
348,17.4,2,728.0,870.0,0.005853
348,17.4,3,330.0,869.0,0.007609
349,17.45,1,465.0,907.5,0.008278
349,17.45,2,730.5,872.0,0.00696
349,17.45,3,331.5,867.5,0.004612
350,17.5,1,459.0,906.5,0.013223
350,17.5,2,732.5,873.5,0.005435
350,17.5,3,332.5,866.5,0.003074
351,17.55,1,453.0,904.5,0.013749
351,17.55,2,733.0,869.5,0.008763
351,17.55,3,332.0,866.5,0.001087
352,17.6,1,450.0,907.0,0.008489
352,17.6,2,733.5,869.5,0.001087
352,17.6,3,330.0,868.5,0.006149
353,17.65,1,447.5,909.5,0.007686
353,17.65,2,733.5,869.0,0.001087
353,17.65,3,327.0,873.0,0.011757
354,17.7,1,445.0,912.5,0.008489
354,17.7,2,734.0,866.0,0.006612
354,17.7,3,326.0,875.0,0.004861
355,17.75,1,442.0,919.0,0.015563
355,17.75,2,735.0,863.5,0.005853
355,17.75,3,330.5,881.0,0.016304
356,17.8,1,439.5,921.5,0.007686
356,17.8,2,739.5,860.5,0.011757
356,17.8,3,331.5,886.5,0.012153
357,17.85,1,437.5,919.5,0.006149
357,17.85,2,743.0,859.0,0.008278
357,17.85,3,332.5,888.0,0.003919
358,17.9,1,434.0,916.5,0.010021
358,17.9,2,743.0,858.0,0.002174
358,17.9,3,334.5,887.0,0.004861
359,17.95,1,435.5,917.0,0.003437
359,17.95,2,744.0,856.5,0.003919
359,17.95,3,336.0,891.0,0.009287
360,18.0,1,440.0,913.5,0.012393
360,18.0,2,744.0,856.0,0.001087
360,18.0,3,337.5,898.0,0.015563
361,18.05,1,443.0,913.5,0.006522
361,18.05,2,746.5,855.0,0.005853
361,18.05,3,338.5,903.0,0.011085
362,18.1,1,445.5,912.5,0.005853
362,18.1,2,749.0,853.5,0.006338
362,18.1,3,341.0,905.5,0.007686
363,18.15,1,448.5,912.0,0.006612
363,18.15,2,750.5,853.0,0.003437
363,18.15,3,347.5,907.0,0.014502
364,18.2,1,451.0,909.5,0.007686
364,18.2,2,753.0,852.5,0.005542
364,18.2,3,353.0,912.5,0.016909
365,18.25,1,453.0,907.5,0.006149
365,18.25,2,754.0,853.0,0.002431
365,18.25,3,355.0,918.5,0.013749
366,18.3,1,456.0,905.5,0.007838
366,18.3,2,753.5,850.5,0.005542
366,18.3,3,359.0,920.5,0.009722
367,18.35,1,458.5,902.5,0.008489
367,18.35,2,754.0,850.0,0.001537
367,18.35,3,362.0,922.5,0.007838
368,18.4,1,458.0,899.0,0.007686
368,18.4,2,755.0,848.5,0.003919
368,18.4,3,363.0,923.5,0.003074
369,18.45,1,460.0,897.5,0.005435
369,18.45,2,755.5,849.0,0.001537
369,18.45,3,368.5,924.5,0.012153
370,18.5,1,463.5,897.0,0.007686
370,18.5,2,755.5,847.0,0.004348
370,18.5,3,374.5,926.0,0.013445
371,18.55,1,466.0,896.0,0.005853
371,18.55,2,756.0,846.5,0.001537
371,18.55,3,379.5,928.0,0.011707
372,18.6,1,466.5,896.0,0.001087
372,18.6,2,757.5,847.0,0.003437
372,18.6,3,382.0,933.0,0.012153
373,18.65,1,467.5,893.5,0.005853
373,18.65,2,758.0,847.0,0.001087
373,18.65,3,386.0,934.0,0.008963
374,18.7,1,466.0,894.0,0.003437
374,18.7,2,758.0,847.0,0.0
374,18.7,3,392.0,936.0,0.013749
375,18.75,1,466.0,889.5,0.009783
375,18.75,2,758.0,847.5,0.001087
375,18.75,3,399.0,932.5,0.017014
376,18.8,1,461.0,882.5,0.018701
376,18.8,2,759.0,847.5,0.002174
376,18.8,3,406.0,935.5,0.016556
377,18.85,1,462.5,879.0,0.008278
377,18.85,2,759.5,846.5,0.002431
377,18.85,3,407.0,945.0,0.020766
378,18.9,1,468.0,877.0,0.012722
378,18.9,2,760.0,846.0,0.001537
378,18.9,3,407.0,943.5,0.003261
379,18.95,1,470.5,875.5,0.006338
379,18.95,2,760.0,846.0,0.0
379,18.95,3,405.0,940.5,0.007838
380,19.0,1,471.5,873.5,0.004861
380,19.0,2,761.0,847.0,0.003074
380,19.0,3,403.0,938.5,0.006149
381,19.05,1,468.0,874.0,0.007686
381,19.05,2,761.0,846.5,0.001087
381,19.05,3,401.0,936.5,0.006149
382,19.1,1,465.0,871.0,0.009223
382,19.1,2,761.5,846.0,0.001537
382,19.1,3,394.5,934.0,0.01514
383,19.15,1,463.0,866.0,0.011707
383,19.15,2,761.5,846.0,0.0
383,19.15,3,391.5,934.5,0.006612
384,19.2,1,461.0,860.5,0.012722
384,19.2,2,761.0,844.0,0.004482
384,19.2,3,390.0,933.5,0.003919
385,19.25,1,458.5,858.0,0.007686
385,19.25,2,760.0,843.0,0.003074
385,19.25,3,383.0,931.0,0.016159
386,19.3,1,458.0,857.0,0.002431
386,19.3,2,760.0,843.0,0.0
386,19.3,3,376.5,929.0,0.014784
387,19.35,1,457.0,855.0,0.004861
387,19.35,2,759.5,844.0,0.002431
387,19.35,3,373.0,928.0,0.007913
388,19.4,1,455.5,854.0,0.003919
388,19.4,2,758.5,844.0,0.002174
388,19.4,3,368.5,925.5,0.011191
389,19.45,1,454.0,854.5,0.003437
389,19.45,2,758.5,844.0,0.0
389,19.45,3,364.5,923.5,0.009722
390,19.5,1,453.5,854.5,0.001087
390,19.5,2,758.0,845.0,0.002431
390,19.5,3,363.0,918.5,0.011348
391,19.55,1,454.0,854.5,0.001087
391,19.55,2,756.5,846.0,0.003919
391,19.55,3,361.0,915.0,0.008763
392,19.6,1,453.5,855.0,0.001537
392,19.6,2,757.5,846.5,0.002431
392,19.6,3,360.5,914.5,0.001537
393,19.65,1,452.5,854.5,0.002431
393,19.65,2,757.5,847.5,0.002174
393,19.65,3,359.5,913.5,0.003074
394,19.7,1,450.0,854.0,0.005542
394,19.7,2,755.5,848.5,0.004861
394,19.7,3,357.5,909.0,0.010705
395,19.75,1,447.0,853.0,0.006875
395,19.75,2,755.0,849.0,0.001537
395,19.75,3,354.5,907.0,0.007838
396,19.8,1,445.0,853.5,0.004482
396,19.8,2,754.5,849.0,0.001087
396,19.8,3,346.0,904.5,0.019261
397,19.85,1,443.0,853.5,0.004348
397,19.85,2,755.5,850.0,0.003074
397,19.85,3,342.5,904.0,0.007686
398,19.9,1,440.0,853.0,0.006612
398,19.9,2,755.5,851.0,0.002174
398,19.9,3,341.5,903.0,0.003074
399,19.95,1,438.0,852.5,0.004482
399,19.95,2,755.5,852.0,0.002174
399,19.95,3,338.5,904.0,0.006875
400,20.0,1,437.0,852.0,0.002431
400,20.0,2,754.5,852.0,0.002174
400,20.0,3,336.5,903.0,0.004861
401,20.05,1,435.5,850.0,0.005435
401,20.05,2,754.0,853.0,0.002431
401,20.05,3,334.5,902.5,0.004482
402,20.1,1,435.0,850.0,0.001087
402,20.1,2,753.5,854.0,0.002431
402,20.1,3,333.5,901.5,0.003074
403,20.15,1,434.0,848.5,0.003919
403,20.15,2,753.5,854.0,0.0
403,20.15,3,333.0,900.5,0.002431
404,20.2,1,433.0,848.0,0.002431
404,20.2,2,754.5,855.5,0.003919
404,20.2,3,330.0,904.0,0.010021
405,20.25,1,430.5,844.0,0.010254
405,20.25,2,755.0,856.0,0.001537
405,20.25,3,329.5,907.5,0.007686
406,20.3,1,427.5,841.5,0.008489
406,20.3,2,755.5,856.0,0.001087
406,20.3,3,328.5,912.5,0.011085
407,20.35,1,425.5,839.5,0.006149
407,20.35,2,756.0,857.5,0.003437
407,20.35,3,328.5,914.5,0.004348
408,20.4,1,421.5,836.0,0.011555
408,20.4,2,755.0,856.5,0.003074
408,20.4,3,326.5,915.0,0.004482
409,20.45,1,413.0,833.5,0.019261
409,20.45,2,754.5,856.5,0.001087
409,20.45,3,324.0,916.0,0.005853
410,20.5,1,409.0,832.0,0.009287
410,20.5,2,755.5,855.5,0.003074
410,20.5,3,323.5,917.5,0.003437
411,20.55,1,407.5,831.0,0.003919
411,20.55,2,756.5,855.5,0.002174
411,20.55,3,323.5,918.0,0.001087
412,20.6,1,406.0,829.5,0.004612
412,20.6,2,757.0,852.0,0.007686
412,20.6,3,323.5,918.0,0.0
413,20.65,1,403.0,830.0,0.006612
413,20.65,2,758.0,848.5,0.007913
413,20.65,3,322.5,919.5,0.003919
414,20.7,1,402.0,827.5,0.005853
414,20.7,2,758.5,848.5,0.001087
414,20.7,3,324.0,918.5,0.003919
415,20.75,1,401.0,825.0,0.005853
415,20.75,2,760.0,849.5,0.003919
415,20.75,3,328.0,917.0,0.009287
416,20.8,1,401.0,824.5,0.001087
416,20.8,2,761.5,850.5,0.003919
416,20.8,3,331.0,915.5,0.007292
417,20.85,1,400.0,823.0,0.003919
417,20.85,2,762.0,848.5,0.004482
417,20.85,3,332.5,916.0,0.003437
418,20.9,1,395.5,826.0,0.011757
418,20.9,2,762.5,847.0,0.003437
418,20.9,3,333.0,917.5,0.003437
419,20.95,1,392.5,826.0,0.006522
419,20.95,2,762.0,847.5,0.001537
419,20.95,3,334.5,915.5,0.005435
420,21.0,1,389.5,824.5,0.007292
420,21.0,2,762.5,847.0,0.001537
420,21.0,3,333.0,918.5,0.007292
421,21.05,1,388.0,823.5,0.003919
421,21.05,2,763.5,847.0,0.002174
421,21.05,3,331.0,917.5,0.004861
422,21.1,1,386.0,822.0,0.005435
422,21.1,2,763.5,846.5,0.001087
422,21.1,3,324.0,916.0,0.015563
423,21.15,1,385.0,822.0,0.002174
423,21.15,2,765.5,844.5,0.006149
423,21.15,3,321.0,912.5,0.010021
424,21.2,1,380.5,819.0,0.011757
424,21.2,2,768.0,842.5,0.00696
424,21.2,3,318.5,912.5,0.005435
425,21.25,1,379.5,812.5,0.014297
425,21.25,2,768.5,843.0,0.001537
425,21.25,3,315.5,911.0,0.007292
426,21.3,1,382.0,807.5,0.012153
426,21.3,2,767.5,843.0,0.002174
426,21.3,3,311.0,908.5,0.011191
427,21.35,1,382.0,802.0,0.011957
427,21.35,2,768.0,842.5,0.001537
427,21.35,3,309.0,905.5,0.007838
428,21.4,1,378.5,797.0,0.013268
428,21.4,2,770.0,842.0,0.004482
428,21.4,3,307.5,901.0,0.010312
429,21.45,1,377.5,792.5,0.010021
429,21.45,2,772.5,839.5,0.007686
429,21.45,3,307.0,896.5,0.009843
430,21.5,1,373.5,789.5,0.01087
430,21.5,2,773.0,841.0,0.003437
430,21.5,3,305.0,891.0,0.012722
431,21.55,1,371.5,787.0,0.00696
431,21.55,2,773.0,843.5,0.005435
431,21.55,3,305.0,890.5,0.001087
432,21.6,1,369.0,786.0,0.005853
432,21.6,2,773.5,845.5,0.004482
432,21.6,3,305.0,893.0,0.005435
433,21.65,1,365.0,781.5,0.013089
433,21.65,2,772.5,846.0,0.002431
433,21.65,3,302.5,894.0,0.005853
434,21.7,1,364.0,778.0,0.007913
434,21.7,2,772.5,847.0,0.002174
434,21.7,3,303.5,894.5,0.002431
435,21.75,1,364.5,774.0,0.008763
435,21.75,2,773.5,845.0,0.004861
435,21.75,3,305.0,891.5,0.007292
436,21.8,1,363.5,767.5,0.014297
436,21.8,2,775.0,843.0,0.005435
436,21.8,3,306.0,889.0,0.005853
437,21.85,1,364.0,763.5,0.008763
437,21.85,2,775.5,844.0,0.002431
437,21.85,3,306.5,888.5,0.001537
438,21.9,1,364.5,759.5,0.008763
438,21.9,2,777.0,843.5,0.003437
438,21.9,3,307.0,892.0,0.007686
439,21.95,1,365.0,755.5,0.008763
439,21.95,2,777.5,843.0,0.001537
439,21.95,3,308.0,894.0,0.004861
440,22.0,1,366.0,754.5,0.003074
440,22.0,2,776.0,847.0,0.009287
440,22.0,3,310.0,896.0,0.006149
441,22.05,1,368.5,750.0,0.011191
441,22.05,2,773.5,850.0,0.008489
441,22.05,3,312.5,896.5,0.005542
442,22.1,1,371.5,746.5,0.010021
442,22.1,2,770.0,850.5,0.007686
442,22.1,3,314.0,896.5,0.003261
